Timestamp,Phase,Semi-finished,Series,Figure,Finished,Model,StampID,ItemID
2/3/2020 11:08,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,769070
2/3/2020 11:18,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,769068
2/3/2020 11:21,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,769069
2/3/2020 11:25,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,769071
2/3/2020 11:29,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,768761
2/3/2020 11:33,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,768760
2/3/2020 11:37,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,769066
2/3/2020 11:42,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,769067
2/3/2020 11:45,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,770450
2/3/2020 11:49,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,770451
2/3/2020 11:55,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,770452
2/3/2020 12:00,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,770455
2/3/2020 12:01,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,770008
2/3/2020 12:07,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,770012
2/3/2020 23:33,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,770452
2/3/2020 23:35,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,770451
2/3/2020 23:35,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,770450
2/3/2020 23:36,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,769067
